,Master US firm name,Master German firm name,in TFR-500,in Moodys 32,in Moodys 34,in Tenenbaum,IDed in HB GmbH,firm_name,searched,index,page,column,location,date,capital,business,persons,type,HB GmbH class,US_name,_merge
114,General Motors Acceptance Corporation,Allgemeine Finanzierungs Gesellschaft m.b.H.,True,True,True,False,False,Allgemeine Finanzierungs - Gesellschaft,,34.0,34.0,right,"Rüsselsheim, Zweign. Berlin",30. 6. 29,RM 3 000 000,Gewährung von Krediten,Hans C. de Mierre,1 od. 2 Gf.,,,
115,Standard Oil Company (New Jersey),Allgemeine Oel-Handels-Gesellschaft mit beschrankter Haftung,True,False,False,False,False,Allgemeine Oel-Handels-Gesellschaft,,38.0,36.0,left,"Hamburg, Mittelweg 38",8. 12. 20,RM 9 000 000,Handel mit Gelen und verwandten Waren,Emanuel Rein,2 Gf. od. 1 Gf. od. 2 Pk.,,,
116,The American Laundry Maschinery Co.,"Almco Waschereimaschinen, GmbH",True,False,False,False,False,Alinco Wäschereimaschinen,,42.0,38.0,right,"Köln, St.-Apern-Straße 51",29. 8. 27,RM 2 000 0000,Herstellung u. Vertrieb von Wäschereimaschinen,Karl J. Haug; Robert Repsold,2 Gf.,,,
117,Edward G. Budd Manufacturing Company,"Ambi-Budd Presswerk, G.m.b.H.",True,False,False,True,False,Ambi-Bud Preßwerk,,52.0,43.0,left,"Berlin, Friedrichstr. 209",12.2.26,RM 10 000 000,Betrieb eines Preßwerks,Hugo Brand; Ludwig Loeb; Dr. jur. Rudolf Schröder; Wilfried Weise,2 Gf. od. 1 Gf. u. 1 Pk.,,,
118,"The American Express company, Incorporated.",American Express Company mit Beschrankter Haftung,True,False,False,True,False,American Expreß Company,,53.0,43.0,right,"Berlin W 8, Charlottenstraße 55",14.5.07,RM 1 000 000,Schiffsspedition und Bankgeschäfte,Wilhelm Duebgen; Paul Giese; Herm. Privonilz; W. J. Thomas,2 Gf. oder 1 Gf. und 1 Pk. oder 2 Pk. Thomas allein,,,
119,"Hugo Stinnes Industries, Inc.",Anker Kohlen & Brikettwerke G.m.b.H.,True,False,False,False,False,Kohlen- u. Brikettvertrieb,,1367.0,700.0,right,"Köln-Mülheim, Vincenzstr. Nr. 8/12",3.8.27,RM 20000,Kohlenhandel,Carl Brendgen; Peter Modder,2 Gf- od. 1 Gf. u. 1 Pk.,,,
120,Associated Merchandising Corporation,Associated Merchandising Corp. GmbH,True,False,False,False,False,Associated Merchandising Corporation,,86.0,60.0,left,"Berlin SW 68, Lindenstr. 114",6.6.21,RM 50000,Einkauf von Waren für das Stammhaus in Amerika,Roger Day; Hermann Krüger; William A. Mofitt,1 Gf.,,,
121,International Telephone and Telegraph Corp.,"Baruta Import and Export, GmbH",True,False,False,False,False,"Baruta, Export & Import",,141.0,87.0,right,"Berlin-Steglitz, Siemensstr. 27",1921,"RM 9,000",Ex- u. Import von Baruta-Pianos,Paul Schmolei,1 Gf.,,,
122,Chicago Pneumatic Tool Co.,"Berlin-Oberschoeneweide, Germany",False,False,True,False,False,Wohnhausbaugesellschaft Berlin-Oberschöneweide,,2703.0,1368.0,right,"Berlin - Tempelhof, Schillerpromenade 5/6",9.7.28,RM 20 000,Erwerb und Bebauung von Grundstücken in Oberschöneweide,Dr. Helm. Dobberstein,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,,
123,"Hugo Stinnes Industries, Inc.",Bernauer & Co.,True,False,False,False,False,Bernauer & Co.,,244.0,139.0,left,"Mannheim, Jungbuschstr. 11",7.10.20,"RM 10,000",Anschaffung u. Weiterveräußerung von Brennstoffen,Hermann Klusmann jun.; Heinrich Mintrop,2 Gf.,,,
124,Kraft Cheese Company,"Betz & Jay, GmbH",True,False,False,True,False,Betz & Jay,,253.0,143.0,right,"Köln a. Rh., Leystapel 37",23. 3. 28,RM 20 000,Handel und Einfuhr von Käse jeder Art und sonstigen Molkereierzeugnissen,Leendert Kwakernack; Willmer Kretschmar,1 Gf.,,,
125,"Hugo Stinnes Industries, Inc.","Born, Mehring & Co, G.m.b.H.",True,False,False,False,False,"Barr, Moering & Co.",,139.0,86.0,right,"Stuttgart, Sattlerstr. 21",18. 2. 22,RM 20 000,Speditionsgeschäft,Gustav Raff,2 od. 1 Gf. od. 1 Gf. u. 1 Pk.,,,
126,Schoonmaker-Scott Company,"Butler Brothers, G.m.b.H.",True,False,False,False,False,Butler Brothers,,368.0,201.0,left,"Sonneberg, Thüringen",22.7.09,RM 154 000,Export von Waren aller Art nach Nordamerika,J. Hornbeck; Schoonmacker; P. Schütt,1 Gf. od. 2 Pk. od. 1 Pk.,,,
127,"Hugo Stinnes Industries, Inc.",Cehapon Werk G.m.b.H.,True,False,False,False,False,Cehapon-Werk,,383.0,208.0,right,Freiburg/Brs,11.3.27,RM 20000,"Manufacture of cleaning, degreasing, and solvent products",Dr. Wilhelm Meyer,"1 Gf. Einl.: RM 17000, Laboratory equipment and raw materials",,,
128,Eastman Kodak Company,Chemische Werke Odin (Germany),False,True,True,False,False,Chemische Werke Odin,,409.0,221.0,right,"Eberbach, Baden",7. 9. 21,RM 1 000 000,Jed. Gf.,H. Stoeß; Dr. W. Stoeß; W. Keppler,Chemische Werke,,,
129,"The Coca-Cola Export Corporation (101 W. 10th Street Wilmington, Delaware)",Coca-Cola G.m.b.H.,True,False,False,True,False,Coca-Cola,,423.0,228.0,right,Essen,24.5.30,"RM 300,000","Herstellung von und Handel mit alkoholfreien Getränken, Ausnutzung des Warenzeichens Coca-Cola",A. H. Staton,1 Gf.,,,
130,Felt & Tarrant Mfg. Co.,Comptometer G.m.b.H.,True,False,False,False,False,Comptometer,,431.0,232.0,right,"Berlin, Linkstr. 25",23.4.12,RM 50 000,Kauf u. Verkauf der als Comptometer bekannten Rechen- und Additionsmaschinen,Herm. Wieland,1 Gf.,,,
131,"New Jersey Industries, Inc.","Defaka, Deustche Familienkaufhaus G.m.b.H.",True,False,False,False,False,"Defaka, Deutsches Familien-Kaufhaus",,468.0,251.0,left,"Berlin N 54, Rosentaler Str. 40/41",23.4.25,RM 100 000,Department store,R. Behrens; R. O. Agte; K. Brückmann; Arth. Herz,2 Gf. od. 1 Gf. od. 1 Pk.,,,
132,Denver Chemical Mfg. Co.,Denver Chemical Mfg. Co. G.m.b.H.,True,False,False,False,False,The Denver Chemical Manufacturing Company,,2411.0,1222.0,right,"Berlin-Lichterfelde, Klingsorstr. 114",7.6.28,RM 24 000,Herstellung und Vertrieb von chemischen und pharm. Produkten,G. C. Nichols,Der Gf. Einl.: RM 24 000 Geschäft,,,
133,"Lykes Bros. Steamship Co., Inc.",Deutsche American Shipping Co. (Bremen) G.m.b.H.,True,False,False,False,False,Deutsche American Shipping Co.,,491.0,262.0,right,"Hamburg, Stubbenhuk 10",3.1.25,RM 50 000,Not specified,A. Ch. Kerr,Der Gf.,,,
134,The Melltone Corporation,Deutsche Carborumdum Werke,True,False,False,False,False,Deutsche Carborundum-Werke,,496.0,265.0,left,Düsseldorf-Reisholz,24.9.06,RM 875000,"Herstellung von Silikon-Karbid genannt Carborundum, ein künstliches Schleifmittel",R. Opalka,Der Gf.,,,
135,International Business Machine Corp.,"Deutsche Geschaftmaschinen Gesellschaft, m.b.H.",False,True,False,False,False,Deutsche Geschäftsmaschinen-Gesellschaft,,504.0,269.0,left,"Berlin W 35, Potsdamer Str. 112",1921,"RM 800,000",,W. Heidinger,Jed. Gf. od. 1 Gf. u. 1 Pk.,,,
136,"B. F. Goodrich Rubber Co., Akron, Ohio",Deutsche Goodrich Compagnie G.m.b.H.,False,False,False,True,False,Deutsche Goodrich Compagnie,,505.0,269.0,right,"Berlin-Lichtenberg, Frankfurter Allee 136",19.2.30,"RM 200,000","Herstellung und Vertrieb von Gummiartikeln aller Art, vornehmlich auch Gummireifen",O. A. Friedrich,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,,
137,"Libby, McNeill & Libby","Deutsche Libby Gesellschaft, m.b.H.",True,False,False,False,False,Deutsche Libby Gesellschaft,,513.0,273.0,right,"Leer, Ostfriesl.",5.3.26,RM 500 000,"Fabrikation und Verkauf von Waren aller Art, insbes. von Nahrungsmitteln unter dem Namen „Libby“",C. Heinlein,Der Gf. od. 2 Gf. od. 1 Gf. u. 1 Pk.,,,
138,Corn Products Refining company,Deutsche Maizena G.m.b.H.,False,False,False,True,False,Deutsche Maizena,,515.0,274.0,right,"Hamburg, Spaldingstraße 216/18",20.12.27,RM 3 000 000,Vertrieb von Maisprodukten jeder Art,E. G. H. Dircks; R. Pauli; O. C. Streit; O. Osmund,Dircks allein od. 2 Gf. od. 1 Gf. u. 1 Pk.,,,
139,Norton Company,"Deutsche Norton-Gesellschaft, m.b.H.",True,True,True,True,False,Deutsche Norton-Gesellschaft,,517.0,275.0,right,Wesseling,28.9.09,RM 1 000 000,Fabrikation und Vertrieb von Schleifscheiben,W. La Coste Neilson,1 Gf.,,,
140,"The Coca-Cola Company (101 W. 10th Street Wilmington, Delaware)",Deutsche Vertriebs Gesellschaft m.b.H. für Naturgetränke,False,False,False,True,False,Deutsche Vertriebs-Gesellschaft für Naturgetränke,,529.0,281.0,right,Essen,4.6.30,RM 470 000,Herstellung u. Vertrieb von alkoholfreien Getränken jeder Art unter Benutzung des Warenzeichens Coca-Cola,R. R. Powers,"1 Gf. Einl.: RM 30 000, Lizenz",,,
141,Dietaphone Corporation,Dietaphone Co. m.b.H.,True,False,False,False,False,Dictaphone Company,,546.0,290.0,left,"Berlin W 8, Jägerstr. 12",20.5.30,RM 100 000,"Herstellung, Verkauf, Vertrieb und Verleih von Diktiermaschinen",F. Menke,1 Gf.,,,
142,International Telephone and Telegraph Corp.,Dr. Erich F. Huth G.m.b.H.,True,False,False,True,False,Dr. Erich F. Huth,,1191.0,612.0,right,"Berlin SW 48, Wilhelmstraße 130",29. 6. 08,RM 1 760 000,Herstellung elektrotechnischer u. insbesondere funkentelegraphischer Apparate.,Dr. K. Rottgardt; W. Hahnemann,2 Gf. gern.,,,
143,The Durer Corporation,"Durer Scheifmittel, G.m.b.H.",True,False,False,False,False,Durex Schleifmittel,,588.0,311.0,left,Düsseldorf-Reisholz,16. 5. 30,RM 800 000,Herstellung von und Handel mit Schleifmitteln in jeder Art und Form,M. Koster; H. Bein,2 Gf. od. 1 Gf. u. 1 Pk.,,,
144,Hugo Stinnes Corporation,Eisenlager G.m.b.H.,True,False,False,False,False,Eisenlager,,622.0,328.0,left,Essen,24.3.22,"RM 100,000","Handel mit Geräten, Maschinen und Baumaterialien und Handelseisen",W. Unger; C. Küster,Jed. Gf.,,,
145,"New England Industries, Inc.",Erkensator G.m.b.H.,True,False,False,False,False,Erkensator,,2783.0,1408.0,right,Düren/Rhld.,22.10.31,RM 20000,"Erwerb und Verwertung von Patenten und Gebrauchsmustern, die sich auf Zentrifugen (Erkensatoren) beziehen",O. Dörries; Wolfg. Schleicher,2 Gf. od. 1 Gf. u. 1 Pk.,,,
146,F. W. Woolworth Co.,F. W. Woolworth Co.,True,True,True,True,False,F. W. Woolworth Co.,,2719.0,1376.0,right,"Berlin W 9, Bellevuestr. 11, Zweign. Bremen, Faulenstraße 26 - 28",2. 11. 26,RM 3 500 000,"Herstellung, An- u. Verkauf sowie Export und Import von Waren jeder Art",Rich. H. Strongman,1 Gf. od. 1 Pk.,,,
147,"Hugo Stinnes Industries, Inc.",Fraenkischer Metallhandel G.m.b.H.,True,False,False,False,False,Fränkischer Metallhandel,,759.0,396.0,right,Mülheim/Ruhr,3.4.1924,RM 20000,"Handel mit Waren aller Art, insbesondere der Handel mit Metallen",Wilh. Unger,1 Gf.,,,
148,Hudson Motor Car Company,Frederick Wirth & Company G.m.b.H.,True,False,False,False,False,Frederick Wirth & Co.,,2688.0,1361.0,left,"Berlin NW 7, Schadowstr. 1 a",21. 7. 27,RM 50 000,"Errichtung von Gebäuden, An- und Verkauf von Grundstücken",M. Rob. Cobbett,1 od. 2 Gf.,,,
149,General Motors Corporation (Overseas Operations),Frigidaire G.m.b.H.,True,False,False,True,False,Frigidaire,,781.0,407.0,right,"Berlin-Borsigwalde, Charlottenburger Str. 59",16.9.26,RM 100000,"Herstellung und Vertrieb von Kühlschränken und anderen elektrischen Artikeln, Licht- und Kraftanlagen",G. D. Riedel,Jed. Gf.,,,
150,"Hugo Stinnes Industries, Inc.",Gebrueder Hein G.m.b.H.,True,False,False,False,False,Gebrüder Hein,,1091.0,562.0,right,"Berlin, Güterbahnhof Halensee, Platz 19",19.12.06,RM 25 000,An- und Verkauf von Brennmaterialien aller Art.,W. Kirchhoff,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,,
151,International Telephone and Telegraph Corp.,Gesellschaft Fur Telephon-und Telegraphenbeteilungen m.b.H.,True,False,False,False,False,Gesellschaft für Telephon- und Telegraphenbeteiligungen,,871.0,452.0,right,Berlin,17. 5. 30,RM 2 000 000,"Beteiligung an deutschen Unternehmungen auf dem Gebiete der Schwachstrom-Elektrizitätswirtschaft, des Funk-, Telephon- und Telegraphenwesens.",R. L. Diemer,1 od. 2 Gf.,,,
152,Corn Products Refining company,Gesellschaft fur Industriebeteiligungen m.b.H.,True,False,False,False,False,Gesellschaft für Industriebeteiligung,,863.0,448.0,right,"Mannheim, Inselstraße 8",2. 7. 31,RM 100 000,Finanzielle Beteiligung an industriellen Unternehmungen,Ch. Goebels,1 od. 2 Gf.,,,
153,International Telephone and Telegraph Corp.,Gesellschaft für Telephon und Telegraphenbeteiligungen G.m.b.H.,False,False,False,True,False,Gesellschaft für Telephon- und Telegraphenbeteiligungen,,871.0,452.0,right,Berlin,17. 5. 30,RM 2 000 000,"Beteiligung an deutschen Unternehmungen auf dem Gebiete der Schwachstrom-Elektrizitätswirtschaft, des Funk-, Telephon- und Telegraphenwesens.",R. L. Diemer,1 od. 2 Gf.,,,
154,Gillette Safety Rasor Company,"Gillette Safety Rasor Company, G.m.b.H.",True,False,False,True,False,Gillette Safety Razor Co.,,887.0,460.0,right,"Hamburg, Spitalstr. 10",26. 3. 08,RM 62 500,"Gewerbliche und fabrikatorische Ausbeutung u. Verwertung der d. Gillette Safety Razor Co. in Amerika gehörigen Patente, Herstellung von Rasierapparaten",C. Ferd. Adderhalden,Jed. Gf.,,,
155,International Finance Company,Gluckskles Michgesellschaft m.b.H.,True,False,False,False,False,Glücksklee Milchgesellschaft,,900.0,467.0,left,Neustadt i. Holst,19.11.25,RM 400000,Vertrieb von Milch- u. Meiereierzeugnissen,O. Lagerfeldt; C. A. Altwegg,2 Gf.,,,
156,"Mccann-Erickson, Inc.","H. K. Mccann Company, m.b.H.",True,False,False,False,False,H. K. Mc. Cann Company,,375.0,204.0,right,Frankfurt a. M.,28.9.28,RM 20 000,Betrieb eines Reklamedienstunternehmens,Bruno W. Randolph,1 Gf.,,,
157,Tide Water Associated Oil Co.,Hamburg-Amerikanische Mineralol-G.m.b.H.,True,False,True,True,False,Hamburg-Amerikanische Mineralöl-Gesellschaft,,1010.0,522.0,left,"Hamburg, Rodingsmarkt 66/69",9.4.25,RM 2500000,Import und Vertrieb von Mineralölen,Ch. R. Gerth,1 od. 2 Gf.,,,
158,North European Oil Corp.,Harburger Bergbau G.m.b.H.,False,False,True,False,False,Harburger Bergbaugesellschaft,,1049.0,541.0,right,Harburg (Elbe),22. 1. 21,RM 1500,Ausbeutung von Bergwerksgerechtigkeiten,A. Wulff,1 Gf.,,,
159,Haskins & Sells,Haskins & Sells Revision-Gesellschaft m.b.H.,True,False,False,False,False,Haskins und Sells Revisions-Gesellschaft,,1059.0,546.0,right,"Berlin NW 7, Unter den Linden 57/58",27. 1. 31,RM 50 000,Prüfung,,1 Gf.,,,
160,Hudson Motor Car Company,Hudson Esser Motors Company M.H.,True,False,False,False,False,Hudson Essex Motors Company,,1184.0,609.0,left,"Berlin-Spandau, Berliner Chaussee",26. 7. 27,RM 500 000,Herstellung von Kraftfahrzeugen,N. J. Glanfield; L. Smit,2 Gf. gern. Tochterunternehmen der Hudson Motors Co. in Detroit.,,,
161,"Hugo Stinnes Industries, Inc.",Hugo Stinnes G.m.b.H.,True,True,True,True,False,Hugo Stinnes,,2328.0,1181.0,left,"Mülheim a. Ruhr, Fil. Stettin, Harburg, Stuttgart, Mannheim, Duisburg, Wiesbaden, Berlin, Hannover, Hamburg, Frankfurt a. M.",23.4.02,RM 5 000 000,"Gewinnung u. Bearbeitung sämtlicher Erzeugnisse des Bergbaues, der Hüttenindustrie, Landwirtschaft u. der chemischen u. elektrischen Industrie, Schiffahrt","Ww. Kläre Stinnes, geb. Wagenknecht",1 Gf. od. 2 Pk.,,,
162,International Harvester Export Co.,"International Harvester Company, m.b.H.",True,True,True,True,False,International Harvester Company,,1227.0,630.0,right,"Neuß. Zweign. Berlin, Breslau, Hamburg, Königsberg i. Pr., Leipzig",30. 12. 08,RM 12 000 000,"Herstellung und Vertrieb von Maschinen, insbesondere landwirtschaftlicher Maschinen",F. J. Brown; P. O. Pleiß; J. G. Sawall; Th. E. Stelter; J. J. Hertz; J. Eigen; A. Rentsch; H. Emch,Jed. Gf.,,,
163,Chicago Pneumatic Tool Co.,Internationale Pressluft und Elektricitats Gesellschaft m.b.H. (Ipeg),True,True,True,True,False,Internationale Preßluft- und Elektricitäts-Gesellschaft,,1229.0,631.0,right,"Berlin-Oberschöneweide, An der Wuhlheide",31. 5 05,RM 750 0CO,Herstellung und Vertrieb von Gegenständen der Preßluft- und Elektrizitätsbranche sowie von Maschinen der Stahl- u. Eisenbranche,F. Happe; M. Spernau,Jed. Gf.,,,
164,Intertype Corporation,Intertype Fabrik G.m.b.H.,True,True,True,False,False,Intertype Fabrik,,1231.0,632.0,right,"Berlin S 59, Boppstr. 10",16.8.28,RM 100000,Fabrikation und Vertrieb von Setzmaschinen,N. D. Becker; S. Ayre,Jed. Gf.,,,
165,Intertype Corporation,Intertype Setzmaschinen G.m.b.H.,True,True,True,False,False,Intertype-Setzmaschinen,,1231.0,632.0,right,"Berlin SW 11, Stresemannstraße 90",24.11.26,RM 200000,Herstellung und Vertrieb von Maschinen der graphischen Industrie,J. W. Lindsay,1 Gf.,,,
166,Underwood Elliott Fisher Company,Iris Type G.m.b.H.,True,False,False,False,False,Iristype,,1233.0,633.0,right,"Berlin-Schöneberg, General-Pape-Str. 12",3.23,RM 20 000,"Manufacture and distribution of types, especially typewriter types",G. Schlüns,1 Gf.,,,
167,J. E. Bernard & Co. Inc.,J. E. Bernard & Co. G.m.b.H.,True,False,False,False,False,J. E. Bernard & Co.,,244.0,139.0,left,"Hamburg, Neuer Wall 70/74, Zweign. Bremen, Papenstr. 15",7.3.21,"RM 40,000","Spedition, Im- und Export von Waren aller Art",Friedrich Wilhelm Groenwaldt; J. E. Bernard; K. G. Baur,"1 Gf. Einl.: RM 12,600",,,
168,Kraft Cheese Company,Jocca Werke G.m.b.H.,True,False,False,True,False,Jocca-Werke,,1250.0,642.0,left,"Reichertshausen, Oberbayrische Nährmittelindustrie, Ilmmünster",14.11.23,RM 100 000,Fabrikation und Handel von Nahrungs- und Genußmitteln sowie Nährpräparaten,Dr. R. Lindt; Ludw. Deng,1 Gf.,,,
169,Remington Rand Inc.,Kardex System G.m.b.H.,True,False,False,False,False,Kardex-System,,1285.0,659.0,right,"Berlin W 8, Friedrichstr. 65; Zweign.: Stuttgart, Frankfurt a. M., Düsseldorf, Bismarckstraße 14",4.10.27,"EM 20,000","Herstellung u. Vertrieb von Büroartikeln aller Art, insbesondere Sichtkarteien",Gustav Ahlborn; J. A. Sprenger (vertr. allein); George Mc. Lean; Erich Goestl,2 Gf. Sprenger allein,,,
170,Corn Products Refining company,Karl Fr. Tollner Nachrmittelfabrik G.m.b.H.,True,False,False,False,False,Karl Fr. Töllner Nährmittelfabrik,,2431.0,1232.0,right,"Bremen, Ostertor­steinweg 51/53",24. 9. 30,RM 400 000,"Herstellung und Vertrieb von Nährmitteln aller Art, Erwerb einer Nährmittelfabrik",H. Th. E. Miede; G. J. Reimers,2 Gf.,,,
171,"Hugo Stinnes Industries, Inc.",Kohleverkauf Ludwig Jung G.m.b.H.,True,False,False,False,False,Kohlenverkauf Ludwig Jung,,1374.0,704.0,left,Wiesbaden,25. 4. 21,RM 150 000,Fortführung eines Kohlen- und Brennmaterialiengeschäfts,Richard Rosskath,"1 od. 2 Gf., R. Rosskath stets allein",,,
172,Crown Cork International Corporation,"Korkfabrik, Frankenthal Bender & Co., of Frankenthal, Germany",False,True,False,False,False,"Korkfabrik Frankenthal, Bender & Co.",,1386.0,710.0,left,Frankenthal (Ludwigshafen),24. 1. 07,RM 375 000,Fabrikation von Korkstopfen und Korkwaren aller Art,C. A. Mahla; K. Bender,1 Gf. od. Pk.,,,
173,L. C. Smith & Corona Typewriters Inc.,L. C. Smith & Corona Schreihmaschinen G.m.b.H.,True,True,True,False,False,L. C. Smith und Corona Schreibmaschinen,,2258.0,1146.0,left,"Berlin W 8, Krausenstraße 15",7.7.11,RM 100 000,"Herstellung und Vertrieb von Schreibmaschinen, Addier- und Büromaschinen",Ch. Siemer,1 od. 2 Gf.,,,
174,Kraft Cheese Company,Lindor Werke G.m.b.H.,True,False,False,True,False,Linde Werkzeug,,1513.0,773.0,right,"Berlin NW 21, Lübecker Str. 18",1913,RM 18000,Werkzeug,H. Möllhoff,,,,
175,Mergenthaler Linotype Company,"Linotype, G.m.b.H.",True,False,False,False,False,Linotype,,1518.0,776.0,left,"Berlin N 4, Chausseestraße 25",4.2.08,RM 20 000,Fabrikation und Vertrieb von Zeilsetz- und Gießmaschinen,Friedrich W. King; Dir. Fritz Adomzent,Jed. Gf.,,,
176,International Telephone and Telegraph Corp.,Lorenz Radio Vertriebe G.m.b.H.,True,False,False,True,False,Lorenz-Radio-Vertriebs-Gesellschaft,,1533.0,783.0,right,"Berlin-Charlottenburg 9, Reichskanzlerplatz 7/9",22.4.26,RM 20 000,Vertrieb von Fabrikaten auf dem Gebiete des Rundfunkwesens,L. Roessing; E. Sabersky,2 Gf. od. 1 Gf. u. 1 Pk.,,,
177,International Telephone and Telegraph Corp.,Ludwig Sudicates G.m.b.H.,True,False,False,True,False,Ludw. Sudikatis & Co.,,2350.0,1192.0,left,"Berlin-Steglitz, Siemensstr. 27",21.8.1909,RM 2 250 000,"Metallschraubenfabrik, Fassondreherei und Metallzieherei",Dr. R. Friedmann,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.,,,
178,International Telephone and Telegraph Corp.,Ludwig Sudicatis G.m.b.H.,True,False,False,False,False,Ludw. Sudikatis & Co.,,2350.0,1192.0,left,"Berlin-Steglitz, Siemensstr. 27",21.8.1909,RM 2 250 000,"Metallschraubenfabrik, Fassondreherei und Metallzieherei",Dr. R. Friedmann,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.,,,
179,"Hugo Stinnes Industries, Inc.",M. Rast & Sohn G.m.b.H.,True,False,False,False,False,M. Rast & Sohn,,1963.0,998.0,right,"München, Theresienhöhe lb",9.5.11,RM 660 000,Kohlenhandelsgeschäft,O. Schwarzmaier,"Jed. Gf. Einl.: zwei Geschäfte, Geschäftsanteil",,,
180,"Hugo Stinnes Industries, Inc.",Mathias Stinnes G.m.b.H.,True,False,True,True,False,Math. Stinnes,,2328.0,1181.0,left,"Mülheim/Ruhr, Zweign. Mannheim, Luisenring 9, Offenbach a. M., Hamburg, Holzbrücke 5",24.2.21,RM 16 000 000,"Kohlenhandel, Reederei, Fracht- u. Schleppschiffahrt",Gen.-Dir. Walter Spindler,"1 Gf., 1 od. 2 Pk.",,,
181,Jadev Corporation,Mecklenburgische Erdol G.m.b.H.,True,False,False,False,False,Mecklenburgische Erdölgesellschaft,,1608.0,821.0,left,Schwerin i. Mecklb.,7-8.29,RM 20 000,"Vornahme geologischer und geophysikalischer Untersuchungen zwecks Auffindung von Erdharz, Naphtha u. verwandten Produkten",Vingerhoets,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,,
182,Mergenthaler Linotype Company,"Mergenthaler Setzmaschinen-Fabrik, G.m.b.H.",True,True,True,True,False,Mergenthaler Setzmaschinenfabrik,,1624.0,829.0,left,"Berlin N 4, Chausseestraße 24",28.10.96,"RM 300,000",Fabrikation und Vertrieb Mergenthaler Setzmaschinen sowie darauf bezüglicher Schutzrechte,Christ. Albrecht; Fritz Adomzent; Aug. Friedr. Lepold,2 Gf. od. 1 Gf. u. 1 Pk.,,,
183,Central European Holding Corporation c/o Cotton Brenner & Wrigley,"Metallkentor, G.m.b.H.",True,False,False,False,False,Metallkontor,,1634.0,834.0,left,"Berlin W 56, Französische Str. 32",20.5.31,RM 200000,"Import und Verkauf von Kupfer, Blei, anderen Metallen, Hütten- und Verhüttungsprodukten",C. Sußmann,1 od. 2 Gf.,,,
184,The Torrington Company,"Metallkentor, G.m.b.H.",True,False,False,False,False,Metallkontor,,1634.0,834.0,left,"Berlin W 56, Französische Str. 32",20.5.31,RM 200000,"Import und Verkauf von Kupfer, Blei, anderen Metallen, Hütten- und Verhüttungsprodukten",C. Sußmann,1 od. 2 Gf.,,,
185,Gillette Safety Rasor Company,Metallwarenvertrieb G.m.b.H.,True,False,False,False,False,Metallwarenvertrieb,,1638.0,836.0,left,"Berlin W 8, Taubenstr. 18",8. 4. 29,RM 20 000,Herstellung und Vertrieb von Metallwaren für den Hausgebrauch,Martin Gaertner; Dr. jur. Hans von Kotze,1 Gf,,,
186,International Telephone and Telegraph Corp.,"Mix & Genest Hansawerke , G.m.b.H.",True,False,False,True,False,Mix u. Genest Hansawerke,,1674.0,854.0,left,"Hamburg, Schopensteel 15",15. 12. 08,EM 150 000,"Verkauf von Telefon- und Telegraphen-Apparaten, sowie sonstigen Artikeln aller Art",P. W. Schäfer,1 Gf. od. 2 Pk.,,,
187,The National Cash Register Company,National-Krupp Registrier-Kassen G.m.b.H.,True,False,True,True,False,National Registrier-Kassen,,1730.0,882.0,left,"Berlin-Neukölln, Werra­straße 17/19",13.2.96,"RM 300,000",Distributing American cash registers,S. H. Wark; H. Chr. Boysen; A. Rist,2 Gf.,,,
188,American Radiator & Standard Sanitary Corporation,Nationale Radiator Gesellschaft m.b.H.,True,True,True,True,False,Nationale Radiator,,1731.0,882.0,right,"Berlin W 8, Wilhelmstr. 91",30.4.01,RM 14 000 000,"Herstellung u. Vertrieb von Radiatoren, Kesseln, Heiz- u. Kühlapparaten",A. J. Hennig; E. Maax; E. Heinemann,Jed. Gf. Einl.,,,
189,"The International Nickel Company, Inc.","Nickel Informationburo, G.m.b.H.",True,False,False,False,False,Nickel-Informationsbüro,,1754.0,894.0,left,"Frankfurt a. M., Liebigstr. 16",3. 8. 27,RM 20 000,Versorgung der Nickel verarbeitenden Industrie mit erforderlichen Informationen,H. Epstein; Dr.-Ing. M. Waehlert,Jed. Gf.,,,
190,North European Oil Corp.,Nord-Europaeische Oel,True,False,False,False,False,Nordische Oelwerke,,1785.0,909.0,right,"Hamburg, Frankenstr. 28",10. 10. 1921,RM 4000,"Herstellung u. Handel mit Oelen, Fetten",W. G. Carroux,Jed. Gf.,,,
191,"Hugo Stinnes Industries, Inc.",Nuernberger Kohlenhandles G.m.b.H.,True,False,False,False,False,Nürnberger Kohlenhandels-Gesellschaft,,1795.0,914.0,right,Nürnberg,12. 4. 18,RM 200 000,Anschaffung und Weiterveräußerung von Brennstoffen aller Art,K. Zimmermann,1 od. 2 Gf.,,,
192,Pure Oil Co.,Oelwerke Julius Schindler G.m.b.H.,True,False,False,True,False,Oelwerke Julius Schindler,,1816.0,925.0,left,"Hamburg, Hohe Bleichen 28",7.12.20,"RM 2,400,000","Ein- und Ausfuhr sowie Verarbeitung von Gelen, insbesondere Mineralölen",Jul. Schindler,1 Gf. od. 2 Pk.,,,
